original name,prefix,title,primary,secondary,suffix,number,fuller form,dates, ,source
"Weddige, Emil, 1907-",,,Weddige,Emil,,,,1907-,,lcnaf
"Youngblood, Harold Francis, 1907-",,,Youngblood,Harold Francis,,,,1907-,,lcnaf
"Magsaysay, Ramon, 1907-1957.",,,Magsaysay,Ramon,,,,1907-1957,http://id.loc.gov/authorities/names/n82048848,lcnaf
"Alger, Frederick Moulton, 1907-1967.",,,Alger,Frederick Moulton,,,,1907-1967,http://id.loc.gov/authorities/names/no2008190043,lcnaf
"Gessner, Robert, 1907-1968",,,Gessner,Robert,,,,1907-1968,http://id.loc.gov/authorities/names/no96006131,lcnaf
"Vandenberg, Arthur Hendrick, 1907-1968.",,,Vandenberg,Arthur Hendrick,,,,1907-1968,http://id.loc.gov/authorities/names/no2008112511,lcnaf
"Springer, Harvey H., 1907-1969",,,Springer,Harvey H.,,,,1907-1969,http://id.loc.gov/authorities/names/no2007083352,lcnaf
"Reuther, Walter, 1907-1970.",,,Reuther,Walter,,,,1907-1970,http://id.loc.gov/authorities/names/n50045219,lcnaf
"Dodd, Thomas J. (Thomas Joseph), 1907-1971.",,,Dodd,Thomas J.,,,Thomas Joseph,1907-1971,http://id.loc.gov/authorities/names/n88179554,lcnaf
"Kauper, Paul, 1907-1974.",,,Kauper,Paul,,,,1907-1974,,lcnaf
"Lincoln, George A. (George Arthur), 1907-1975",,,Lincoln,George A.,,,George Arthur,1907-1975,http://id.loc.gov/authorities/names/n50051487,lcnaf
"Eddy, Gerald E. (Gerald Ernest), 1907-1977",,,Eddy,Gerald E.,,,Gerald Ernest,1907-1977,http://id.loc.gov/authorities/names/n90622213,lcnaf
"Frankensteen, Richard T. (Richard Truman), 1907-1977",,,Frankensteen,Richard T.,,,Richard Truman,1907-1977,http://id.loc.gov/authorities/names/no2010115287,lcnaf
"Kooker, Arthur R. (Arthur Raymond), 1907-1978, collector.",,,Kooker,Arthur R.,,,Arthur Raymond,1907-1978,,lcnaf
"Bliss, Ray Charles, 1907-1981.",,,Bliss,Ray Charles,,,,1907-1981,,lcnaf
"Gossett, Elizabeth Hughes, 1907-1981.",,,Gossett,Elizabeth Hughes,,,,1907-1981,,lcnaf
"Morton, Thruston B. (Thruston Ballard), 1907-1982.",,,Morton,Thruston B.,,,Thruston Ballard,1907-1982,http://id.loc.gov/authorities/names/n87870913,lcnaf
"Wechsberg, Joseph, 1907-1983",,,Wechsberg,Joseph,,,,1907-1983,http://id.loc.gov/authorities/names/n79060187,lcnaf
"Willcox, William B., 1907-1985",,,Willcox,William B.,,,,1907-1985,http://id.loc.gov/authorities/names/n80113005,lcnaf
"Andresen, Rachel Josephine, 1907-1988.",,,Andresen,Rachel Josephine,,,,1907-1988,,lcnaf
"Dearden, John F. (John Francis), 1907-1988.",,,Dearden,John F.,,,John Francis,1907-1988,http://id.loc.gov/authorities/names/n90623841,lcnaf
"Norstad, Lauris, 1907-1988",,,Norstad,Lauris,,,,1907-1988,http://id.loc.gov/authorities/names/no90017168,lcnaf
"Merry, Ellis B., 1907-1989.",,,Merry,Ellis B.,,,,1907-1989,,lcnaf
"Gavin, James M. (James Maurice), 1907-1990.",,,Gavin,James M.,,,James Maurice,1907-1990,http://id.loc.gov/authorities/names/n86114486,lcnaf
"Eliot, Thomas H. (Thomas Hopkinson), 1907-1991",,,Eliot,Thomas H.,,,Thomas Hopkinson,1907-1991,http://id.loc.gov/authorities/names/n80084532,lcnaf
"Kuhn, Sherman M. (Sherman McAllister), 1907-1991.",,,Kuhn,Sherman M.,,,Sherman McAllister,1907-1991,http://id.loc.gov/authorities/names/n86841544,lcnaf
"Roosevelt, James, 1907-1991",,,Roosevelt,James,,,,1907-1991,http://id.loc.gov/authorities/names/n80017801,lcnaf
"Conn, Jerome W., 1907-1994.",,,Conn,Jerome W.,,,,1907-1994,,lcnaf
"Meader, George, 1907-1994",,,Meader,George,,,,1907-1994,http://id.loc.gov/authorities/names/no2008190108,lcnaf
"Nu, U, 1907-1995",,,Nu,U,,,,1907-1995,http://id.loc.gov/authorities/names/n50053601,lcnaf
"Romney, George W., 1907-1995.",,,Romney,George W.,,,,1907-1995,http://id.loc.gov/authorities/names/n50048290,lcnaf
"Weaver, Robert C. (Robert Clifton), 1907-1997",,,Weaver,Robert C.,,,Robert Clifton,1907-1997,http://id.loc.gov/authorities/names/n50023766,lcnaf
"Gore, Albert, 1907-1998.",,,Gore,Albert,,,,1907-1998,http://id.loc.gov/authorities/names/n87944950,lcnaf
"Kimball, Donald A., 1907-1998.",,,Kimball,Donald A.,,,,1907-1998,,lcnaf
"Humphreys, R. A. (Robert Arthur), 1907-1999",,,Humphreys,R. A.,,,Robert Arthur,1907-1999,http://id.loc.gov/authorities/names/n81021902,lcnaf
"Neuberger, Maurine B. (Maurine Brown), 1907-2000",,,Neuberger,Maurine B.,,,Maurine Brown,1907-2000,http://id.loc.gov/authorities/names/n88172787,lcnaf
"Pastore, John O. (John Orlando), 1907-2000",,,Pastore,John O.,,,John Orlando,1907-2000,http://id.loc.gov/authorities/names/n87870914,lcnaf
"Stassen, Harold E. (Harold Edward), 1907-2001",,,Stassen,Harold E.,,,Harold Edward,1907-2001,http://id.loc.gov/authorities/names/n80139271,lcnaf
"Crane, H. R. (Horace Richard), 1907-2007",,,Crane,H. R.,,,Horace Richard,1907-2007,http://id.loc.gov/authorities/names/nr92044562,lcnaf
"Barzun, Jacques, 1907-2012",,,Barzun,Jacques,,,,1907-2012,http://id.loc.gov/authorities/names/n79135237,lcnaf
"Adams, Paul L. (Paul Lincoln), 1908-",,,Adams,Paul L.,,,Paul Lincoln,1908-,,lcnaf
"Brablec, Carl, 1908-",,,Brablec,Carl,,,,1908-,,lcnaf
"Child, Charles Gardner, 1908-",,,Child,Charles Gardner,,,,1908-,,lcnaf
"Eliasohn, Jack, 1908-",,,Eliasohn,Jack,,,,1908-,,lcnaf
"Ellrick, Charles Burke, 1908-",,,Ellrick,Charles Burke,,,,1908-,,lcnaf
"Flood, Merrill Meeks, 1908-",,,Flood,Merrill Meeks,,,,1908-,,lcnaf
"Floor, Merrill Meeks, 1908-",,,Floor,Merrill Meeks,,,,1908-,,lcnaf
"Gallagher, Daniel M., 1908-",,,Gallagher,Daniel M.,,,,1908-,,lcnaf
"Kaiser, Edgar Fosburg, 1908-",,,Kaiser,Edgar Fosburg,,,,1908-,,lcnaf
"Kummerman, Henri, 1908-",,,Kummerman,Henri,,,,1908-,http://id.loc.gov/authorities/names/n80015924,lcnaf
"Mohler, Orren, 1908-",,,Mohler,Orren,,,,1908-,,lcnaf
"Munn, Clarence Lester, 1908-",,,Munn,Clarence Lester,,,,1908-,,lcnaf
"Poplawksi, Adam, 1908-",,,Poplawksi,Adam,,,,1908-,,lcnaf
"Roth, Stephen John, 1908-",,,Roth,Stephen John,,,,1908-,,lcnaf
"Russo, Paul, 1908-",,,Russo,Paul,,,,1908-,,lcnaf
"Stevenson, Charles L. (Charles Leslie), 1908-",,,Stevenson,Charles L.,,,Charles Leslie,1908-,http://id.loc.gov/authorities/names/n83020606,lcnaf
"Ströomgren, Bengt, 1908-",,,Ströomgren,Bengt,,,,1908-,,lcnaf
"Todd, Stanton W. (Stanton Wesley), 1908-",,,Todd,Stanton W.,,,Stanton Wesley,1908-,,lcnaf
"Wegman, Myron E., 1908-",,,Wegman,Myron E.,,,,1908-,http://id.loc.gov/authorities/names/n98801972,lcnaf
"Nevills, Norman D., 1908-1949.",,,Nevills,Norman D.,,,,1908-1949,http://id.loc.gov/authorities/names/n88005200,lcnaf
"McCarthy, Joseph, 1908-1957--Influence.",,,McCarthy,Joseph,,,,1908-1957,,lcnaf
"McCarthy, Joseph, 1908-1957.",,,McCarthy,Joseph,,,,1908-1957,http://id.loc.gov/authorities/names/n79043290,lcnaf
"Pillemer, Louis, 1908-1957.",,,Pillemer,Louis,,,,1908-1957,,lcnaf
"Key, V. O. (Valdimer Orlando), 1908-1963.",,,Key,V. O.,,,Valdimer Orlando,1908-1963,http://id.loc.gov/authorities/names/n50045817,lcnaf
"Roethke, Theodore, 1908-1963.",,,Roethke,Theodore,,,,1908-1963,http://id.loc.gov/authorities/names/n79060436,lcnaf
"Long, Edward V. (Edward Vaughn), 1908-1972",,,Long,Edward V.,,,Edward Vaughn,1908-1972,http://id.loc.gov/authorities/names/n88002802,lcnaf
"Powell, Adam Clayton, 1908-1972.",,,Powell,Adam Clayton,,,,1908-1972,http://id.loc.gov/authorities/names/n82012171,lcnaf
"Johnson, Lyndon B. (Lyndon Baines), 1908-1973.",,,Johnson,Lyndon B.,,,Lyndon Baines,1908-1973,http://id.loc.gov/authorities/names/n80005801,lcnaf
"Knowland, William F. (William Fife), 1908-1974",,,Knowland,William F.,,,William Fife,1908-1974,http://id.loc.gov/authorities/names/no91001498,lcnaf
"Michener, Lewis H., 1908-1974",,,Michener,Lewis H.,,,,1908-1974,http://id.loc.gov/authorities/names/n91070770,lcnaf
"Kerner, Otto, 1908-1976.",,,Kerner,Otto,,,,1908-1976,http://id.loc.gov/authorities/names/n78025310,lcnaf
"Meyers, Allen H., 1908-1976.",,,Meyers,Allen H.,,,,1908-1976,,lcnaf
"Rockefeller, Nelson A. (Nelson Aldrich), 1908-1979.",,,Rockefeller,Nelson A.,,,Nelson Aldrich,1908-1979,http://id.loc.gov/authorities/names/n50049079,lcnaf
"Stevenson, Charles L. (Charles Leslie), 1908-1979.",,,Stevenson,Charles L.,,,Charles Leslie,1908-1979,,lcnaf
"DiSalle, Michael V. (Michael Vincent), 1908-1981",,,DiSalle,Michael V.,,,Michael Vincent,1908-1981,http://id.loc.gov/authorities/names/n93027652,lcnaf
"Gossett, Elizabeth Hughes, 1908-1981.",,,Gossett,Elizabeth Hughes,,,,1908-1981,,lcnaf
"Parsons, Geoffrey, 1908-1981",,,Parsons,Geoffrey,,,,1908-1981,http://id.loc.gov/authorities/names/no2009001395,lcnaf
"Saroyan, William, 1908-1981",,,Saroyan,William,,,,1908-1981,http://id.loc.gov/authorities/names/n78095781,lcnaf
"Else, Gerald Frank, 1908-1982",,,Else,Gerald Frank,,,,1908-1982,http://id.loc.gov/authorities/names/n50008809,lcnaf
"Hovde, Frederick L., 1908-1983",,,Hovde,Frederick L.,,,,1908-1983,http://id.loc.gov/authorities/names/n80101202,lcnaf
"Jenner, William E. (William Ezra), 1908-1985",,,Jenner,William E.,,,William Ezra,1908-1985,http://id.loc.gov/authorities/names/n91076627,lcnaf
"Nicholson, Robert Lawrence, 1908-1985",,,Nicholson,Robert Lawrence,,,,1908-1985,http://id.loc.gov/authorities/names/n83161497,lcnaf
"Arnow, Harriette Louisa Simpson, 1908-1986.",,,Arnow,Harriette Louisa Simpson,,,,1908-1986,http://id.loc.gov/authorities/names/n50002199,lcnaf
"Beauvoir, Simone de, 1908-1986.",,,Beauvoir,Simone de,,,,1908-1986,http://id.loc.gov/authorities/names/n80005123,lcnaf
"Greeley, Dana McLean, 1908-1986",,,Greeley,Dana McLean,,,,1908-1986,http://id.loc.gov/authorities/names/n85299561,lcnaf
"Hamblen, Stuart, 1908-1989",,,Hamblen,Stuart,,,,1908-1989,http://id.loc.gov/authorities/names/n93029097,lcnaf
"Alden, John Richard, 1908-1991",,,Alden,John Richard,,,,1908-1991,http://id.loc.gov/authorities/names/n79102865,lcnaf
"Engle, Paul, 1908-1991",,,Engle,Paul,,,,1908-1991,http://id.loc.gov/authorities/names/n79084424,lcnaf
"Flood, Merrill M. (Merrill Meeks), 1908-1991.",,,Flood,Merrill M.,,,Merrill Meeks,1908-1991,http://id.loc.gov/authorities/names/n2003123699,lcnaf
"Fisher, M. F. K. (Mary Frances Kennedy), 1908-1992",,,Fisher,M. F. K.,,,Mary Frances Kennedy,1908-1992,http://id.loc.gov/authorities/names/n79095520,lcnaf
"Messiaen, Olivier, 1908-1992",,,Messiaen,Olivier,,,,1908-1992,http://id.loc.gov/authorities/names/n79091198,lcnaf
"Marshall, Thurgood, 1908-1993.",,,Marshall,Thurgood,,,,1908-1993,http://id.loc.gov/authorities/names/n50040903,lcnaf
"Salisbury, Harrison E. (Harrison Evans), 1908-1993",,,Salisbury,Harrison E.,,,Harrison Evans,1908-1993,http://id.loc.gov/authorities/names/n79126972,lcnaf
"Stegner, Wallace Earle, 1908-1993.",,,Stegner,Wallace Earle,,,,1908-1993,,lcnaf
"Adel, Arthur, 1908-1994",,,Adel,Arthur,,,,1908-1994,http://id.loc.gov/authorities/names/no2007087183,lcnaf
"Palmer, George E., 1908-1994.",,,Palmer,George E.,,,,1908-1994,,lcnaf
"Rosten, Leo, 1908-1997",,,Rosten,Leo,,,,1908-1997,http://id.loc.gov/authorities/names/n80051100,lcnaf
"Fredericks, Marshall M., 1908-1998.",,,Fredericks,Marshall M.,,,,1908-1998,http://id.loc.gov/authorities/names/n00065115,lcnaf
"Stans, Maurice H., 1908-1998",,,Stans,Maurice H.,,,,1908-1998,http://id.loc.gov/authorities/names/n84161337,lcnaf
"Marshall, Charles Burton, 1908-1999",,,Marshall,Charles Burton,,,,1908-1999,http://id.loc.gov/authorities/names/n50040966,lcnaf
"Woodward, C. Vann (Comer Vann), 1908-1999",,,Woodward,C. Vann,,,Comer Vann,1908-1999,http://id.loc.gov/authorities/names/n81050736,lcnaf
"Albert, Carl Bert, 1908-2000",,,Albert,Carl Bert,,,,1908-2000,http://id.loc.gov/authorities/names/n50035395,lcnaf
"Fowler, Henry H., 1908-2000",,,Fowler,Henry H.,,,,1908-2000,http://id.loc.gov/authorities/names/n81077089,lcnaf
"Benítez, Jaime, 1908-2001",,,Benítez,Jaime,,,,1908-2001,http://id.loc.gov/authorities/names/n88682582,lcnaf
"Annenberg, Walter H., 1908-2002",,,Annenberg,Walter H.,,,,1908-2002,http://id.loc.gov/authorities/names/n50021099,lcnaf
"Galbraith, John Kenneth, 1908-2006.",,,Galbraith,John Kenneth,,,,1908-2006,http://id.loc.gov/authorities/names/n79061210,lcnaf
"Stanton, Frank, 1908-2006",,,Stanton,Frank,,,,1908-2006,http://id.loc.gov/authorities/names/n97122472,lcnaf
"Penney, William George, Sir, 1909-",,Sir,Penney,William George,,,,1909-,,lcnaf
"Ball, George W., 1909-",,,Ball,George W.,,,,1909-,,lcnaf
"Bradbury, Norris Edwin, 1909-",,,Bradbury,Norris Edwin,,,,1909-,,lcnaf
"Brown, Sanford Abbott, 1909-",,,Brown,Sanford Abbott,,,,1909-,,lcnaf
"Coleman, Richard, 1909-",,,Coleman,Richard,,,,1909-,,lcnaf
"Deming, Olcott Hawthorne, 1909-",,,Deming,Olcott Hawthorne,,,,1909-,,lcnaf
"Eggertsen, Claude A. (Claude Andrew), 1909-",,,Eggertsen,Claude A.,,,Claude Andrew,1909-,http://id.loc.gov/authorities/names/n86820120,lcnaf
"Evans, John Wainwright, 1909-",,,Evans,John Wainwright,,,,1909-,,lcnaf
"Fagen, Frank, 1909-",,,Fagen,Frank,,,,1909-,,lcnaf
"Fauri, Fedele Frederick, 1909-",,,Fauri,Fedele Frederick,,,,1909-,,lcnaf
"Gilfillan, Lauren, 1909-",,,Gilfillan,Lauren,,,,1909-,http://id.loc.gov/authorities/names/nb98051213,lcnaf
"Gilfillan, Lauren, 1909- --I went to pit college.",,,Gilfillan,Lauren,,,,1909-,,lcnaf
"Hicks, Welmer K., 1909-",,,Hicks,Welmer K.,,,,1909-,,lcnaf
"Hunt, Alma, 1909-",,,Hunt,Alma,,,,1909-,,lcnaf
"Keatley, Vivien B. (Vivien Bulloch), 1909-",,,Keatley,Vivien B.,,,Vivien Bulloch,1909-,http://id.loc.gov/authorities/names/n84804475,lcnaf
"Kennedy, Elizabeth Earhart, 1909-",,,Kennedy,Elizabeth Earhart,,,,1909-,,lcnaf
"Lincoln, Lawrence J. (Lawrence Joseph), 1909-",,,Lincoln,Lawrence J.,,,Lawrence Joseph,1909-,,lcnaf
"Ludwig, Frederick Edwin, 1909-",,,Ludwig,Frederick Edwin,,,,1909-,,lcnaf
"Martin, John Butlin, 1909-",,,Martin,John Butlin,,,,1909-,,lcnaf
"Morrow, E. Frederic (Everett Frederic), 1909-",,,Morrow,E. Frederic,,,Everett Frederic,1909-,,lcnaf
"Pagano, Joseph F., 1909-",,,Pagano,Joseph F.,,,,1909-,,lcnaf
"Palmer, F. R., 1909-",,,Palmer,F. R.,,,,1909-,,lcnaf
"Robinson, Hubert Nelson, 1909-",,,Robinson,Hubert Nelson,,,,1909-,,lcnaf
"Scripps, Edward Wyllis, 1909-",,,Scripps,Edward Wyllis,,,,1909-,,lcnaf
"Stasheff, Edward, 1909-",,,Stasheff,Edward,,,,1909-,,lcnaf
"Szwarc, Michael M., 1909-",,,Szwarc,Michael M.,,,,1909-,,lcnaf
"Thornburgh, Lucille, 1909-",,,Thornburgh,Lucille,,,,1909-,,lcnaf
"Trevor, John B., 1909-",,,Trevor,John B.,,,,1909-,http://id.loc.gov/authorities/names/n86842817,lcnaf
"Wilson, Robert Carlton, 1909-",,,Wilson,Robert Carlton,,,,1909-,,lcnaf
"Yorty, Samuel William, 1909-",,,Yorty,Samuel William,,,,1909-,,lcnaf
"Todd, Michael, 1909-1958.",,,Todd,Michael,,,,1909-1958,http://id.loc.gov/authorities/names/n83145036,lcnaf
"Sjahrir, Sutan, 1909-1966.",,,Sjahrir,Sutan,,,,1909-1966,http://id.loc.gov/authorities/names/n82158402,lcnaf
"Edwards, J. Edgar (Joseph Edgar), 1909-1973.",,,Edwards,J. Edgar,,,Joseph Edgar,1909-1973,,lcnaf
"Chotiner, Murray M., 1909-1974.",,,Chotiner,Murray M.,,,,1909-1974,,lcnaf
"Thant, U, 1909-1974.",,,Thant,U,,,,1909-1974,http://id.loc.gov/authorities/names/n87840768,lcnaf
"Leonard, Justin W., 1909-1975.",,,Leonard,Justin W.,,,,1909-1975,,lcnaf
"Fauri, Federle Frederick, 1909-1981.",,,Fauri,Federle Frederick,,,,1909-1981,,lcnaf
"Lash, Joseph P., 1909-1987.",,,Lash,Joseph P.,,,,1909-1987,http://id.loc.gov/authorities/names/n79138607,lcnaf
"Bible, Alan, 1909-1988",,,Bible,Alan,,,,1909-1988,http://id.loc.gov/authorities/names/n87834035,lcnaf
"Hughes, Richard J. (Richard Joseph), 1909-1992",,,Hughes,Richard J.,,,Richard Joseph,1909-1992,http://id.loc.gov/authorities/names/n78040085,lcnaf
"Mills, Wilbur D. (Wilbur Daigh), 1909-1992",,,Mills,Wilbur D.,,,Wilbur Daigh,1909-1992,http://id.loc.gov/authorities/names/n88027686,lcnaf
"Craine, Lyle E., 1909-1993.",,,Craine,Lyle E.,,,,1909-1993,,lcnaf
"Maietta, Julia L. (Julia Luigia), 1909-1994",,,Maietta,Julia L.,,,Julia Luigia,1909-1994,http://id.loc.gov/authorities/names/no2005115903,lcnaf
"Rusk, Dean, 1909-1994",,,Rusk,Dean,,,,1909-1994,http://id.loc.gov/authorities/names/n80013000,lcnaf
"Bourquin, Alice, 1909-1995.",,,Bourquin,Alice,,,,1909-1995,,lcnaf
"Herlong, Albert Sydney, 1909-1995",,,Herlong,Albert Sydney,,,,1909-1995,http://id.loc.gov/authorities/names/n85336714,lcnaf
"Jennings, Jesse D. (Jesse David), 1909-1997",,,Jennings,Jesse D.,,,Jesse David,1909-1997,http://id.loc.gov/authorities/names/n79026682,lcnaf
"Goldwater, Barry M. (Barry Morris), 1909-1998.",,,Goldwater,Barry M.,,,Barry Morris,1909-1998,http://id.loc.gov/authorities/names/n79144788,lcnaf
"Bourquin, Jessie, 1909-1999.",,,Bourquin,Jessie,,,,1909-1999,,lcnaf
"Miller, Freeman D. (Freeman Devold), 1909-2000",,,Miller,Freeman D.,,,Freeman Devold,1909-2000,http://id.loc.gov/authorities/names/n89611470,lcnaf
"Block, Herbert, 1909-2001.",,,Block,Herbert,,,,1909-2001,http://id.loc.gov/authorities/names/n50017560,lcnaf
"Dillon, C. Douglas (Clarence Douglas), 1909-2003",,,Dillon,C. Douglas,,,Clarence Douglas,1909-2003,http://id.loc.gov/authorities/names/n86001276,lcnaf
"Shelley, Howard, 1909-2003.",,,Shelley,Howard,,,,1909-2003,,lcnaf
"Juliana, Queen of the Netherlands, 1909-2004",,Queen of the Netherlands,,Juliana,,,,1909-2004,http://id.loc.gov/authorities/names/n79127121,lcnaf
"Frank, Jerome D. (Jerome David), 1909-2005.",,,Frank,Jerome D.,,,Jerome David,1909-2005,http://id.loc.gov/authorities/names/n50025712,lcnaf
"McVaugh, Rogers, 1909-2009",,,McVaugh,Rogers,,,,1909-2009,http://id.loc.gov/authorities/names/n50007905,lcnaf
"Zavala, Silvio Arturo, 1909-2014.",,,Zavala,Silvio Arturo,,,,1909-2014,http://id.loc.gov/authorities/names/n50017388,lcnaf
"Addes, George F., 1910-",,,Addes,George F.,,,,1910-,http://id.loc.gov/authorities/names/n91001033,lcnaf
"Anderson, Tom, 1910-",,,Anderson,Tom,,,,1910-,http://id.loc.gov/authorities/names/n88172283,lcnaf
"Bishop, Dorothy H. (Dorothy Hubbard), ca. 1910-",,,Bishop,Dorothy H.,,,Dorothy Hubbard,1910-,,lcnaf
"Boulding, Kenneth Ewart, 1910-",,,Boulding,Kenneth Ewart,,,,1910-,,lcnaf
"Brams, Stanley W., 1910-",,,Brams,Stanley W.,,,,1910-,,lcnaf
"Brown, Henry D., 1910-",,,Brown,Henry D.,,,,1910-,,lcnaf
"Campbell, Angus, 1910-",,,Campbell,Angus,,,,1910-,,lcnaf
"Crafts, Edward C. (Edward Clayton), 1910-",,,Crafts,Edward C.,,,Edward Clayton,1910-,,lcnaf
"Crary, Douglas D., 1910-",,,Crary,Douglas D.,,,,1910-,,lcnaf
"Emrich, Richard S. M. (Richard Stanley Merrill), 1910-",,,Emrich,Richard S. M.,,,Richard Stanley Merrill,1910-,http://id.loc.gov/authorities/names/n85347137,lcnaf
"Fischer, John, 1910-",,,Fischer,John,,,,1910-,http://id.loc.gov/authorities/names/n79022194,lcnaf
"Furay, Mort, 1910-",,,Furay,Mort,,,,1910-,,lcnaf
"Griffiths, Hicks G., 1910-",,,Griffiths,Hicks G.,,,,1910-,,lcnaf
"Huebner, George J., 1910-",,,Huebner,George J.,,,,1910-,,lcnaf
"Kish, Leslie, 1910-",,,Kish,Leslie,,,,1910-,,lcnaf
"Kuchel, Thomas Henry, 1910-",,,Kuchel,Thomas Henry,,,,1910-,,lcnaf
"Martindale, Arthur Ingraham, 1910-",,,Martindale,Arthur Ingraham,,,,1910-,,lcnaf
"Merton, Robert King, 1910-",,,Merton,Robert King,,,,1910-,,lcnaf
"O'Hara, Michael Daniel, 1910-",,,O'Hara,Michael Daniel,,,,1910-,,lcnaf
"Rowe, Thomas Dudley, 1910-",,,Rowe,Thomas Dudley,,,,1910-,,lcnaf
"Tobin, Richard L. (Richard Lardner), 1910-",,,Tobin,Richard L.,,,Richard Lardner,1910-,http://id.loc.gov/authorities/names/n85088795,lcnaf
"Varney, Robert Nathan, 1910-",,,Varney,Robert Nathan,,,,1910-,,lcnaf
"Vega, Art, 1910-",,,Vega,Art,,,,1910-,,lcnaf
"Ward, Angela Gizzi, 1910-",,,Ward,Angela Gizzi,,,,1910-,,lcnaf
"Saarinen, Eero, 1910-1961.",,,Saarinen,Eero,,,,1910-1961,http://id.loc.gov/authorities/names/n50016251,lcnaf
"Massie, Thalia Fortescue, 1910 or 11-1963.",,,Massie,Thalia Fortescue,,,,1910-1963,,lcnaf
"Brown, Henry D., 1910-1970",,,Brown,Henry D.,,,,1910-1970,http://id.loc.gov/authorities/names/n85294449,lcnaf
"Spectorsky, A. C. (Auguste C.), 1910-1972.",,,Spectorsky,A. C.,,,Auguste C.,1910-1972,http://id.loc.gov/authorities/names/no97067531,lcnaf
"Aiken, Paul C., 1910-1974",,,Aiken,Paul C.,,,,1910-1974,http://id.loc.gov/authorities/names/n99270662,lcnaf
"Martindale, Arthur Ingraham, 1910-1977",,,Martindale,Arthur Ingraham,,,,1910-1977,,lcnaf
"Meerse, Marvin M., 1910-1978.",,,Meerse,Marvin M.,,,,1910-1978,,lcnaf
"Campbell, Angus, 1910-1980",,,Campbell,Angus,,,,1910-1980,http://id.loc.gov/authorities/names/n80046411,lcnaf
"Hare, James M. (James McNeil), 1910-1980",,,Hare,James M.,,,James McNeil,1910-1980,http://id.loc.gov/authorities/names/no2010145097,lcnaf
"Velde, Harold Himmel, 1910-1985",,,Velde,Harold Himmel,,,,1910-1985,http://id.loc.gov/authorities/names/n88120806,lcnaf
"Alsop, Joseph, 1910-1989",,,Alsop,Joseph,,,,1910-1989,http://id.loc.gov/authorities/names/n81035380,lcnaf
"Thayer, Walter N. (Walter Nelson), 1910-1989",,,Thayer,Walter N.,,,Walter Nelson,1910-1989,http://id.loc.gov/authorities/names/no2004066122,lcnaf
"Hassen, Aliya, 1910-1990.",,,Hassen,Aliya,,,,1910-1990,,lcnaf
"Roosevelt, Elliott, 1910-1990",,,Roosevelt,Elliott,,,,1910-1990,http://id.loc.gov/authorities/names/n50048408,lcnaf
"Wagner, Robert F. (Robert Ferdinand), 1910-1991.",,,Wagner,Robert F.,,,Robert Ferdinand,1910-1991,http://id.loc.gov/authorities/names/n85173210,lcnaf
"Boulding, Kenneth E. (Kenneth Ewart), 1910-1993",,,Boulding,Kenneth E.,,,Kenneth Ewart,1910-1993,http://id.loc.gov/authorities/names/n81063208,lcnaf
"Faubus, Orval Eugene, 1910-1994",,,Faubus,Orval Eugene,,,,1910-1994,http://id.loc.gov/authorities/names/n88297343,lcnaf
"Peckham, Howard H. (Howard Henry), 1910-1995.",,,Peckham,Howard H.,,,Howard Henry,1910-1995,http://id.loc.gov/authorities/names/n50012423,lcnaf
"Celebrezze, Anthony J. (Anthony Joseph), 1910-1998",,,Celebrezze,Anthony J.,,,Anthony Joseph,1910-1998,http://id.loc.gov/authorities/names/n93052404,lcnaf
"Morris, Wright, 1910-1998.",,,Morris,Wright,,,,1910-1998,http://id.loc.gov/authorities/names/n79063109,lcnaf
"Ribicoff, Abraham, 1910-1998",,,Ribicoff,Abraham,,,,1910-1998,http://id.loc.gov/authorities/names/n81020403,lcnaf
"Walsh, Patricia M., 1910-1998.",,,Walsh,Patricia M.,,,,1910-1998,,lcnaf
"Kish, Leslie, 1910-2000.",,,Kish,Leslie,,,,1910-2000,http://id.loc.gov/authorities/names/n81119591,lcnaf
"Musgrave, Richard A. (Richard Abel), 1910-2007",,,Musgrave,Richard A.,,,Richard Abel,1910-2007,http://id.loc.gov/authorities/names/n79109802,lcnaf
"Arnett, Judd, 1911-",,,Arnett,Judd,,,,1911-,,lcnaf
"Basch, Laura E., 1911-",,,Basch,Laura E.,,,,1911-,,lcnaf
"Blatnik, John Anton, 1911-",,,Blatnik,John Anton,,,,1911-,,lcnaf
"Bolt, Jay A. (1911- )",,,Bolt,Jay A.,,,,1911-,,lcnaf
"Chambers, David L., 1911-",,,Chambers,David L.,,,,1911-,,lcnaf
"Cleveland, James M., 1911-",,,Cleveland,James M.,,,,1911-,,lcnaf
"Crane, Florence R., 1911-",,,Crane,Florence R.,,,,1911-,,lcnaf
"Curtis, Austin W., 1911-",,,Curtis,Austin W.,,,,1911-,http://id.loc.gov/authorities/names/no2002038316,lcnaf
"Doll, Louis Wm. (Louis William), 1911-",,,Doll,Louis Wm.,,,Louis William,1911-,http://id.loc.gov/authorities/names/n92087359,lcnaf
"Ericksen, Stanford C. (Stanford Clark), 1911-",,,Ericksen,Stanford C.,,,Stanford Clark,1911-,http://id.loc.gov/authorities/names/n84044085,lcnaf
"Gallagher, Arthur, 1911-",,,Gallagher,Arthur,,,,1911-,,lcnaf
"Garrison, Garnet R., 1911-",,,Garrison,Garnet R.,,,,1911-,http://id.loc.gov/authorities/names/no2010196714,lcnaf
