Name,LCNAF Heading,LC Record Link
"Democratic National Convention (1968 : Chicago, Ill.)","<?xml version=""1.0"" encoding=""UTF-8""?> <mx:record xmlns=""http://www.w3.org/TR/xhtml1/strict"" xmlns:mx=""http://www.loc.gov/MARC21/slim""> <mx:leader>00000cz a2200037n 45 0</mx:leader> <mx:controlfield tag=""001"">LC|nr 00008089</mx:controlfield> <mx:controlfield tag=""005"">20150114071143.0</mx:controlfield> <mx:controlfield tag=""008"">000309n| azannaabn |a ana c</mx:controlfield> <mx:controlfield tag=""003"">LC</mx:controlfield> <mx:datafield ind1="" "" ind2="" "" tag=""035""> <mx:subfield code=""a"">(LC)5967594</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""010""> <mx:subfield code=""a"">nr 00008089</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""035""> <mx:subfield code=""a"">(OCoLC)oca05173645</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""035""> <mx:subfield code=""a"">(DLC)5051000</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""035""> <mx:subfield code=""a"">(DLC)nr 00008089</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""040""> <mx:subfield code=""a"">NIC</mx:subfield> <mx:subfield code=""b"">eng</mx:subfield> <mx:subfield code=""e"">rda</mx:subfield> <mx:subfield code=""c"">NIC</mx:subfield> <mx:subfield code=""d"">DLC</mx:subfield> <mx:subfield code=""d"">IEN</mx:subfield> <mx:subfield code=""d"">DLC</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""046""> <mx:subfield code=""s"">1968</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""111""> <mx:subfield code=""a"">Democratic National Convention</mx:subfield> <mx:subfield code=""d"">(1968 :</mx:subfield> <mx:subfield code=""c"">Chicago, Ill.)</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""368""> <mx:subfield code=""a"">Conference</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""370""> <mx:subfield code=""e"">Chicago (Ill.)</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""411""> <mx:subfield code=""a"">Democratic Party National Convention</mx:subfield> <mx:subfield code=""d"">(1968 :</mx:subfield> <mx:subfield code=""c"">Chicago)</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""410""> <mx:subfield code=""a"">Democratic Party (U.S.).</mx:subfield> <mx:subfield code=""b"">National Convention, Chicago, 1968</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""670""> <mx:subfield code=""a"">Sarah Elbert papers, 1968-1976</mx:subfield> <mx:subfield code=""b"">(Democratic National Convention, August 1968)</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""670""> <mx:subfield code=""a"">RLIN, 3/9/00</mx:subfield> <mx:subfield code=""b"">(hdgs.: Democratic National Convention (1968 : Chicago, Ill.); Democratic National Convention (1968 : Chicago); Democratic Party. National Convention, Chicago, 1968; Democratic National Convention 1968; Democratic Party National Convention, 1968 : Chicago; Democratic National Convention, 1968, Chicago, Ill.; Democratic National Convention. 1968. Chicago)</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""670""> <mx:subfield code=""a"">LC in RLIN, 3/9/00</mx:subfield> <mx:subfield code=""b"">(hdg.: Democratic National Convention (1968 : Chicago, Ill.); Democratic Party. National Convention, Chicago, 1968)</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">72085059</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">reportoftheproceedingsofthe35thquadrennialconventionofthedemocraticnationalcommitteeaugust26301968resultinginthenominationofhuberthhumphreyofminnesotaforpresidentandinthenominationofedmundsmuskieofmaineforvicepresident</mx:subfield> <mx:subfield code=""A"">[Report of the proceedings of the 35th Quadrennial Convention of the Democratic National Committee, August 26-30, 1968,</mx:subfield> <mx:subfield code=""b"">resulting in the nomination of Hubert H. Humphrey of Minnesota for President and in the nomination of Edmund S. Muskie of Maine for Vice President.</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""922""> <mx:subfield code=""a"">ilu</mx:subfield> <mx:subfield code=""b"">us</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""940""> <mx:subfield code=""a"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""942""> <mx:subfield code=""a"">JK2313</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""943""> <mx:subfield code=""a"">196x</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""944""> <mx:subfield code=""a"">am</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">democratic national convention 1968 chicago ill</mx:subfield> <mx:subfield code=""A"">Democratic National Convention</mx:subfield> <mx:subfield code=""d"">(1968 :</mx:subfield> <mx:subfield code=""c"">Chicago, Ill.)</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">lane mark</mx:subfield> <mx:subfield code=""A"">Lane, Mark,</mx:subfield> <mx:subfield code=""d"">1927-</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">walker daniel</mx:subfield> <mx:subfield code=""A"">Walker, Daniel,</mx:subfield> <mx:subfield code=""d"">1922-2015.</mx:subfield> <mx:subfield code=""9"">5</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">united states national commission on the causes and prevention of violence</mx:subfield> <mx:subfield code=""A"">United States.</mx:subfield> <mx:subfield code=""b"">National Commission on the Causes and Prevention of Violence.</mx:subfield> <mx:subfield code=""9"">5</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">leffler warren k</mx:subfield> <mx:subfield code=""A"">Leffler, Warren K.,</mx:subfield> <mx:subfield code=""9"">2</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">mailer norman</mx:subfield> <mx:subfield code=""A"">Mailer, Norman.</mx:subfield> <mx:subfield code=""9"">3</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">mcgowen tom</mx:subfield> <mx:subfield code=""A"">McGowen, Tom.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">united states congress house committee on un american activities</mx:subfield> <mx:subfield code=""A"">United States.</mx:subfield> <mx:subfield code=""b"">Congress.</mx:subfield> <mx:subfield code=""b"">House.</mx:subfield> <mx:subfield code=""b"">Committee on Un-American Activities.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">schultz john</mx:subfield> <mx:subfield code=""A"">Schultz, John,</mx:subfield> <mx:subfield code=""d"">1932-</mx:subfield> <mx:subfield code=""9"">2</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">kurland gerald</mx:subfield> <mx:subfield code=""A"">Kurland, Gerald,</mx:subfield> <mx:subfield code=""d"">1942-</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">kusch frank</mx:subfield> <mx:subfield code=""A"">Kusch, Frank,</mx:subfield> <mx:subfield code=""d"">1959-</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">allison r bruce</mx:subfield> <mx:subfield code=""A"">Allison, R. Bruce.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">united states congress house committee on interstate and foreign commerce special subcommittee on investigations</mx:subfield> <mx:subfield code=""A"">United States.</mx:subfield> <mx:subfield code=""b"">Congress.</mx:subfield> <mx:subfield code=""b"">House.</mx:subfield> <mx:subfield code=""b"">Committee on Interstate and Foreign Commerce.</mx:subfield> <mx:subfield code=""b"">Special Subcommittee on Investigations.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">cbs news special events unit</mx:subfield> <mx:subfield code=""A"">CBS News.</mx:subfield> <mx:subfield code=""b"">Special Events Unit.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">myrus donald</mx:subfield> <mx:subfield code=""A"">Myrus, Donald,</mx:subfield> <mx:subfield code=""d"">1927-</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">gertz elmer</mx:subfield> <mx:subfield code=""A"">Gertz, Elmer,</mx:subfield> <mx:subfield code=""d"">1906-2000.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">commission on the democratic selection of presidential nominees</mx:subfield> <mx:subfield code=""A"">Commission on the Democratic Selection of Presidential Nominees.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""955""> <mx:subfield code=""a"">edy jill a</mx:subfield> <mx:subfield code=""A"">Edy, Jill A.,</mx:subfield> <mx:subfield code=""d"">1966-</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""960""> <mx:subfield code=""a"">democratic national convention 1968 chicago ill</mx:subfield> <mx:subfield code=""A"">Democratic National Convention</mx:subfield> <mx:subfield code=""d"">(1968 :</mx:subfield> <mx:subfield code=""c"">Chicago, Ill.)</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""969""> <mx:subfield code=""a"">subject</mx:subfield> <mx:subfield code=""9"">25</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""998""> <mx:subfield code=""a"">Democratic National Convention</mx:subfield> <mx:subfield code=""d"">(1968 :</mx:subfield> <mx:subfield code=""c"">Chicago)</mx:subfield> <mx:subfield code=""2"">SUDOC|115861610</mx:subfield> <mx:subfield code=""3"">corpNameFuzzy</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|70604776</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|74078096</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|2005056875</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|70075001</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|75002327</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|2012647951</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|68058886</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|68007191</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|mm 82022665</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|70090883</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|78000320</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|2008040821</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|68067375</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|85082495</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|72002274</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|2008005743</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|78602524</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|76002275</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|2003005662</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|2007045834</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|68058740</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|68059647</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|2012647950</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|72085059</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|74158428</mx:subfield> </mx:datafield> </mx:record>",http://id.loc.gov/authorities/names/nr00008089
"Democratic National Convention (1972 : Miami Beach, Fla.)",,
"Democratic National Convention (1976 : New York, NY)",,
Democratic Nation Convention (1960 : Los Angeles),,
"Democratic Party (Ann Arbor, Mich.)",,
Democratic Party (Mich.),Democratic Party (Mich.),http://id.loc.gov/authorities/names/n83163731
Democratic Party (Mich.). State Central Committee.,Democratic Party (Mich.). State Central Committee,http://id.loc.gov/authorities/names/n94090783
Democratic Party (U.S.),Socialist Labor Party,http://id.loc.gov/authorities/names/n80086566
Democratic Party (U.S.). Advisory Council.,,
Democratic Party (U.S.). Charter Commission.,,
Democratic Party (U.S.). Commission on Presidential Nomination.,Democratic Party (U.S.). Commission on Presidential Nomination,http://id.loc.gov/authorities/names/n87830499
Democratic Party (U.S.). Commission on Rules.,,
Dental Building (University of Michigan),,
Denver and Rio Grande Railroad Company.,Denver and Rio Grande Railroad Company,http://id.loc.gov/authorities/names/n82228560
"Desenberg Building (Kalamazoo, Mich.)",,
Designing More Effective College Instruction Project.,,
"Detroit, Bay City and Alpena Railroad Company.",,
"Detroit, Grand Haven   Milwaukee Railway Company.","Detroit, Grand Haven & Milwaukee Railway Company",http://id.loc.gov/authorities/names/n90620391
"Detroit, Grand Rapids   Western Railroad Company.",,
"Detroit, Jackson   Chicago Railway.",,
"Detroit, Lansing and Northern Rail Road Company.",,
"Detroit, Mackinac   Marquette Land Company.",,
"Detroit, Mackinac   Marquette Railroad Company.",Mackinaw & Marquette Railroad Company,http://id.loc.gov/authorities/names/n98009257
"Detroit, Monroe   Toledo Short Line Railway.","Detroit, Monroe & Toledo Short Line Railway",http://id.loc.gov/authorities/names/n92064004
"Detroit, Toledo, and Ironton Railroad.",Ann Arbor Railroad Company,http://id.loc.gov/authorities/names/n92044044
Detroit (Mich.). Board of Education.,Detroit (Mich.). Board of Education,http://id.loc.gov/authorities/names/n81036026
Detroit (Mich.). Board of Water Commissioners.,Detroit (Mich.). Board of Water Commissioners,http://id.loc.gov/authorities/names/no88000499
Detroit (Mich.). Casino Gaming Study Commission.,,
Detroit (Mich.). Citizens Advisory Committee on Equal Educational Opportunities.,,
Detroit (Mich.). Civil Service Commission.,Detroit (Mich.). Civil Service Commission,http://id.loc.gov/authorities/names/n92066771
Detroit (Mich.). Commission on Children and Youth.,Detroit (Mich.). Commission on Children and Youth. Juvenile Delinquency Sub-Committee,http://id.loc.gov/authorities/names/no2007128416
Detroit (Mich.). Commission on Community Relations.,Detroit (Mich.). Commission on Community Relations,http://id.loc.gov/authorities/names/n90622974
Detroit (Mich.). Common Council.,Detroit (Mich.). Common Council,http://id.loc.gov/authorities/names/n90666978
Detroit (Mich.). Cultural Center.,"Cultural Arts and Media Center (Casa de Unidad (Detroit, Mich.))",http://id.loc.gov/authorities/names/n96002999
Detroit (Mich.). Dept. of Health.,,
Detroit (Mich.). Dept. of Street Railways.,,
Detroit (Mich.). Fire Dept.,,
Detroit (Mich.). House of Correction.,,
Detroit (Mich.). Housing Commission.,,
Detroit (Mich.). Mayor.,Detroit (Mich.). Mayor,http://id.loc.gov/authorities/names/n85185363
Detroit (Mich.). Mayor's Committee on Youth Problems.,,
Detroit (Mich.). Mayor's Interracial Committee.,Detroit (Mich.). Mayor's Interracial Committee,http://id.loc.gov/authorities/names/no95051945
Detroit (Mich.). Mayor's Unemployment Relief Committee.,Detroit (Mich.). Mayor's Unemployment Relief Committee,http://id.loc.gov/authorities/names/n92063913
Detroit (Mich.). Milk Arbitration Board.,,
Detroit (Mich.). Police Dept.,,
Detroit (Mich.). Police Dept. Social Conflict Task Force.,,
Detroit (Mich.). Recorder's Court.,Detroit (Mich.). Recorder's Court,http://id.loc.gov/authorities/names/n92061700
Detroit (Mich.). Recreation Commission.,,
Detroit (Mich.) Citizens League.,,
Detroit   River St. Clair Railway Company.,,
Detroit and Bay City Railroad Company.,,
Detroit and Lima Northern Railway Company.,,
Detroit and Mackinac Railway Company.,Detroit & Mackinac Railway Company,http://id.loc.gov/authorities/names/no2015036976
Detroit and Milwaukee Railroad.,Detroit and Milwaukee Railroad Company,http://id.loc.gov/authorities/names/no2007104925
Detroit and Pontiac Railroad Company.,,
Detroit and Toledo Shore Line Railroad Company.,,
Detroit Arts Commission.,Detroit Institute of Arts,http://id.loc.gov/authorities/names/n79045542
Detroit Association of Black Organizations.,,
Detroit Athletic Club.,Detroit Athletic Club,http://id.loc.gov/authorities/names/no2003104193
Detroit Baptist Missionary Society.,,
Detroit Bar Association.,Detroit Bar Association,http://id.loc.gov/authorities/names/n84051321
Detroit Bicycle Club.,,
Detroit Board of Commerce.,Detroit Board of Commerce,http://id.loc.gov/authorities/names/n80013191
Detroit Bridge and Iron Works.,Detroit Bridge and Iron Works,http://id.loc.gov/authorities/names/nr2004024802
Detroit Builder's Show.,,
Detroit Business University.,University of Detroit Mercy. Institute for North Korea,http://id.loc.gov/authorities/names/no2005094216
Detroit Casket Company.,Detroit Casket Company,http://id.loc.gov/authorities/names/n2001065502
Detroit Chamber of Commerce.,Greater Detroit Chamber of Commerce,http://id.loc.gov/authorities/names/n80081052
Detroit Classical Academy.,,
Detroit Club.,Detroit Athletic Club,http://id.loc.gov/authorities/names/no2003104193
Detroit College of Medicine.,Wayne State University. College of Medicine,http://id.loc.gov/authorities/names/n2006183483
Detroit College of Medicine and Surgery.,Detroit College of Medicine,http://id.loc.gov/authorities/names/n2002135975
Detroit Dermatological Society.,,
Detroit Digital Justice Coalition.,,
Detroit Edison Company.,Detroit Edison Company,http://id.loc.gov/authorities/names/n50001776
Detroit Educational Television Foundation.,Detroit Educational Television Foundation,http://id.loc.gov/authorities/names/no2012099194
Detroit Equal Suffrage Club.,,
Detroit Federation of Musicians.,,
Detroit Federation of Settlements.,,
Detroit Federation of Woman's Clubs.,,
"Detroit High School (Detroit, Mich.)","High School of Commerce (Worcester, Mass.)",http://id.loc.gov/authorities/names/n00067971
Detroit High School Study Commission.,,
Detroit Historical Museum.,Detroit Historical Museum,http://id.loc.gov/authorities/names/n88010525
Detroit Holiness Association.,,
Detroit Holiness Tabernacle (Mich.),,
Detroit Housewives League (Mich.),,
Detroit Industrial Mission.,Detroit Industrial Mission,http://id.loc.gov/authorities/names/no2001035039
Detroit Institute of Arts.,Detroit Institute of Arts,http://id.loc.gov/authorities/names/n79045542
Detroit Institute of Cancer Research.,,
Detroit Japanese American Citizens League.,,
Detroit Jazz Center.,,
Detroit Manufacturers' Railroad Company.,,
Detroit Medical College.,Detroit College of Medicine,http://id.loc.gov/authorities/names/n2002135975
Detroit Metro Airport.,,
Detroit Metropolitan Area Regional Planning Commission.,Southeast Michigan Council of Governments,http://id.loc.gov/authorities/names/n80038434
Detroit Municipal League.,,
Detroit Museum of Art.,Detroit Institute of Arts,http://id.loc.gov/authorities/names/n79045542
Detroit News (Firm). Want Ads Dept.,,
Detroit Observatory.,University of Michigan. Observatory,http://id.loc.gov/authorities/names/n2004021042
